PromEnh,PromOnly
PCBP3,CAPZA2
PTPRD,UBE2F
JAG1,MYPN
FAIM2,ITIH5
CPEB4,PRB1
NPIPA8,RBBP8NL
NCKAP5,ANAPC13
UBE2L3,BET1L
LOXL2,C3
TMEM37,RFPL4B
TEAD1,MTF2
PCTP,FMR1NB
IL17B,PTCHD3
GGA2,TWIST2
CLDN11,MEGF11
KIAA0232,LTB4R
EEF1A2,MRPL43
TTC12,ARHGAP24
RNF181,KCTD6
THEM6,JWA
PTCH2,LILRB5
PSTPIP1,CNTNAP4
LPAR6,GEMIN7
RAB44,TSPYL2
TMEM180,CDC42EP5
AACS,LRIT1
UROC1,DNAH14
DLX4,GLT8D1
SDK2,TCHHL1
TNFRSF18,SLC18A2
PARP6,TECRL
KTN1,LSMEM1
TMEM120A,RAP2C
STAT5B,DALRD3
APOH,MTRNR2L8
ARHGAP12,CHL1
USP6NL,SNIP1
METRN,MED24
RALY,SORBS2
MOB1B,CXCR6
GTF3A,DENND3
CYP19A1,SASH3
CRYBA1,FOSL1
RAB4A,PDHB
PAPD5,MAPK4
PTK2,BATF
ATP13A3,ZNF816-ZNF321P
OAF,LACC1
ALDH1B1,KCNC3
FN1,CRTAM
C15orf38-AP3S2,C10orf2
GNA12,LRCH2
KIAA2013,LIMS1
TNFRSF21,KRTAP9-8
SMIM15,FBL
UCK1,CLIP4
SIX6,PROL1
PLXNA3,UGT2B7
TFRC,SLC24A4
APBB2,RPL36
MSRA,GEMIN8
TSEN15,NEK6
ANKRD22,EFHC2
MKKS,NDUFAF1
CAMKK1,PPP4R2
ZBTB18,FBXW7
BLK,CSHL1
IRF2BPL,TUBA1A
HACD2,NEBL
LY86,HNRNPH3
SNAP23,GANC
PHB,STEAP3
DIRAS3,ULK2
APOL4,ETV4
TXN2,AIPL1
PIK3CB,CABS1
LEMD2,SEMA6B
ARHGAP18,CTSH
PCDHA1,PRR32
KIAA1755,SQRDL
PANK2,CDCA3
TNKS1BP1,OPN1LW
TUBA8,ITK
PSMG3,SOX6
GFPT2,ABHD14A
KIAA0513,ACBD4
RAPGEF4,PDE4A
STRIP1,HSF2BP
DCPS,NYNRIN
MAGEF1,NRXN2
COMT,NRG3
ADAMTS2,GLIS3
ADAMTS8,NHLH1
ADAMTS9,TMIE
MYLK,LHX2
APITD1-CORT,TAOK1
