MSX2,TENM1
ARID2,WIPF3
BEND7,SCN3A
CLEC6A,NMNAT2
SUMF1,SEMA3E
BCL2,LRCH2
RAX,DKKL1
APBB1IP,ADAM32
SIAH1,COLEC10
TRIM43,TLK2
CXCL17,TIE1
WDR11,FAM133A
GALNT9,TBC1D3H
RAG1,TH
DUSP1,SPO11
MAPKAP1,FAM181A
SMNDC1,SLC22A18
ANKRD11,TRPC7
SRCIN1,PLA2G4D
IKZF2,NRL
TBX4,GGACT
NINJ2,MFAP5
HIPK3,FAM71F1
UNC50,TRIM67
CLEC18B,DCN
DISC1,MAB21L1
ABLIM1,SEC14L6
NOC4,ZNF177
PRG1,POF1B
GBE1,SH3GL2
PLD5,SLC9A3R2
WDFY2,CLVS1
TMEM244,DMPK
CYP2J2,ZNF534
RPTOR,POU6F2
GJD4,BLM
TMEM108,PLBD1
CHD2,PAH
GALNT10,IQSEC3
CRIM1,ARPP21
ZNF280A,BIRC3
CAB39,NXN
PBX3,NXPH2
VIPR2,SVEP1
GLRX5,CA8
DYNC1I1,NDNF
SYTL3,CAPN14
RAB17,KCNJ15
SH2D4A,SPIN3
PRRC2B,GRB10
NCF1,KRT39
ESM1,IL36RN
GK,HTR1B
ADAMTS20,SPATA3
ACTL9,DNAL4
KCNG1,PTH2R
NRP1,SGCZ
CDC42,KRT19
DEK,NOX4
TUSC1,FBXL7
ANGPTL2,MAMDC2
LONRF1,KIAA2022
HSD17B4,KRTAP17-1
LPAR6,PCSK1N
RNF149,PPP1R42
CYP26C1,CEACAM20
OAT,FRMPD4
HPSE,ZNF835
CD200,CLEC6A
DCUN1D1,GABBR2
SLC6A18,SDR42E1
SOWAHB,DST
NUP160,CCDC91
RNF34,SFTA3
TRAF3IP2,ESF1
TMEM174,MICU3
WAC,ST3GAL3
IFNG,VSNL1
CYFIP2,PCDH20
TLK2,TNXB
ECM1,GPR52
CNEP1R1,LMNA
FGF10,BMP7
RGS10,RHCG
MXI1,CLDN7
PAPOLB,MAGED1
HMP19,SH3D19
PTPRN2,RARB
MPC1,MT1A
PPCDC,HEPH
ZNF609,SST
CRIP2,LGALS9C
CABP4,TBC1D8B
RFTN1,PCSK9
PRMT8,PLD5
TRIM13,KLHL40
FAM117B,CTTN
MFHAS1,C12orf74
ARRB1,HHIPL2
TBC1D22A,KIAA0226L
ETS1,HS3ST6
PIWIL1,CHST8
DNMT3A,TUBAL3
FCRL3,HOXA4
PITX2,KY
AADACL3,LIMCH1
DOK4,KRT8
FSTL5,CEP104
APCDD1,PCSK2
AATF,SCGB1D4
COX4I1,LARGE
GRID1,WT1
ZNF280B,MXRA5
BCL7A,CRB1
GRIK3,GABRA5
SKAP2,REM2
PDE10A,SLC6A18
SV2C,LHX6
CTTN,UBE2QL1
KIF5B,BLOC1S2
ARHGAP18,EYA4
GADD45GIP1,PIEZO2
GPBP1,SNCAIP
ENPP6,CEL
DPEP3,BBOX1
C10orf107,DPPA4
B3GNTL1,GPC3
SLC30A1,FAM46D
TRIO,PRKG2
PITPNB,FXYD2
PROSC,DNTT
ABHD6,RNF146
NUDT4,TMEM26
SAMD7,FGF7
GFOD1,KCNK2
FANCL,MTRNR2L12
FGF6,DNAJC6
ST3GAL5,FOXB2
FOXQ1,GNAI2
SLC2A7,CSDC2
TRMT11,MPP7
SALL3,KRT24
TMEM119,FAM110B
TBX18,ZIC4
SOX9,HDX
MUC20,PRR9
TTLL11,CRB3
COA5,GRHL2
SLC19A3,MAGEC2
HTRA4,C10orf82
N4BP1,PEG3
TBC1D4,MAPK10
TMEFF2,EPHX2
TBCD,ZIM2
PTPRS,FREM1
DFNB31,CALB1
TNS1,ASB12
GXYLT2,RGS8
FAM167A,PCDHGA2
TRHDE,BEST3
FEM1B,SNX31
SLC27A6,IL4R
ADPRHL1,TTN
COL5A1,SLC1A1
XDH,ARHGEF26
FN3K,CORO2B
EGLN3,TLX3
ANXA6,PPP1R17
SETD2,UNC93A
CFAP61,TVP23A
TUBGCP3,DLGAP3
EPHA3,CACNA2D3
B4GALNT2,HAND2
WIPI2,DDX53
CREB5,LPIN1
ZC3HC1,MT1HL1
ABCA10,RAG1
SMC3,NRXN1
IRX4,SPECC1L
ARFGEF2,VRK2
SPRY1,CHIA
MED26,PDXDC1
EIF4E3,INSL4
NAA20,C20orf85
ACKR1,TNS2
SLCO2B1,PCDHB15
PRKAA2,KIAA1024L
ARHGAP23,C6orf222
ARMC2,KIF5C
LRP5,HS3ST2
CHST15,KRTAP8-1
PLEKHD1,EREG
GREB1L,SLC24A5
SHC2,ZNF540
GPR39,C2orf88
DDIT4,CCDC179
ENO1,DMGDH
TACSTD2,MNX1
FAM69A,LEFTY2
LCOR,ACTN2
SDK1,PIK3R5
ZFR2,MKRN3
PARD3,GP9
MDM2,BHLHB9
AHRR,KCNC1
IL12B,BASP1
MYOM2,GPM6B
MAP3K1,PHOX2A
NCR2,ARV1
WNK2,THEMIS
YY1,KCTD8
PPP1R15B,FBXO39
SIX2,ARID1A
CADM2,SMCP
ALP,NGFRAP1
ARMC3,WNT6
GSPT1,MLF1
FBXL22,CA5A
RNF19A,CNBD1
