PromEnh,PromOnly
ST3GAL5,CNTNAP2
CAPN13,OR9A4
CGA,LUZP4
DNM1L,PENK
DPH3,CRACR2B
CRIP1,UBE2E3
RRP1,DEFB125
PRKCH,LCE2C
MTDH,SEPT10
CEP55,SCML1
SWAP70,TMEM74B
TBC1D22A,LIFR
CNTN5,EFCAB5
C6orf201,LGALS14
OTX2,TMEM100
TFAP2B,PRR5L
PLPP3,PSG9
CTR9,SLC3A1
LIPJ,DDX25
PAN3,CKLFSF7
PRLHR,CACNG8
TMEM242,NIN
IGHMBP2,RGS7BP
ARPP21,KRTAP21-2
KLHL14,FAM170A
IL22RA2,FABP1
MEX3C,KCNC1
NR3C2,GPT2
SLC2A5,C6orf141
PRPF40A,C8B
SLC18A1,FMN2
ILKAP,KCNA4
PTPN18,ADGRL2
C2orf91,KRT6C
MCM5,POU3F4
TMEM200A,FLRT1
C15orf53,TJP1
OCSTAMP,SLC36A2
WAC,PTH2R
RYR3,FAM110B
MOB3B,PTPRO
TBX21,C1orf94
FOXE3,HBD
SPACA3,KCNAB1
HEY1,DUSP21
NR3C1,RERGL
CHST2,IGFL2
ARNTL,LMOD2
ACO2,KPNA4
NFKBIZ,C1QL2
OSBPL10,WNK3
NUP133,CEACAM5
NDUFA12,GNL1
TRAM2,NFASC
HMCES,MGAT4C
AC013461.1,SYN2
TUSC1,KRT1
MMP8,PRELID2
HTR1B,LRRC61
EMP2,TSC22D2
CHSY1,CCDC178
ADGRG6,CNGB3
CALM1,FGF23
H6PD,KRTAP13-2
KL,PAGE3
SREBF1,MASP2
TMEM26,PROL3
RTN1,TMTC1
WT1,EFCAB3
SLC9A1,ZNF639
CYP7A1,KLHL10
EGR2,RAB3B
FLT1,TRIML2
TREM1,E2F2
FOXB2,ZIC2
C2orf83,RGS6
XXYLT1,PTPRN
BOD1L2,CLEC18B
FMN2,CYLC1
GPR143,CPNE8
ABL2,PSMD2
ALDH8A1,KIAA1456
FAM72C,CHCHD10
WIPI2,STOX2
ESRRBL1,EDIL3
PARD3,HERPUD2
RNF149,PCDHA4
RFC4,GTF2A1L
MSI2,RXFP2
GALNT7,WDR26
ZSCAN23,KRTAP1-5
HMGA2,BRINP1
ELF1,ID4
ARHGEF10L,EYA2
SAMD5,KRTAP26-1
PGBD5,SSH3
C1QTNF7,ARHGAP40
FAM73B,C2CD4B
SLC23A2,CPM
CREB3L2,HTR2C
MAP3K8,GALNT15
CPXM2,INPP4A
MCTP2,TRPC6
C10orf54,HSD17B3
DUSP6,GBX2
TOR1B,MATN4
PPP2R5C,IL6R
CDC42EP3,SLCO6A1
C16orf95,WT1
MTRNR2L5,SERPINA12
CCT8L2,TEX11
SLC25A30,MAP7
ADAMDEC1,GEMIN7
HPS1,LCE6A
FREM2,TMEM196
TEC,UGT1A10
MAGEF1,HEPACAM
MS4A2,SOX5
E2F3,SPRR1A
GPR180,TRIM39
CEP78,NHSL1
SULF2,EBF2
YWHAG,PHC1
CHPT1,MYH2
RAB2A,ARID4A
FAM3C,OR7G2
FCN2,ANKS1B
NMT2,UNC93A
HS6ST2,FTMT
ARL6IP6,SMYD1
CCSER1,SUCNR1
PCSK6,NAPRT
GRAMD4,HOXB1
MAP1LC3B2,DDIT4L
CACNA2D1,SLC12A5
VOPP1,BNC1
MPP7,ABCB5
SEPP1,PP2D1
FAM189A1,SNTG1
C7orf31,CTNNA3
GNG2,OXR1
EDNRB,TBL1X
TMEM44,BDKRB2
ST8SIA5,HNF4A
RRP7A,EPHA7
MYLK,CHST8
RAG1,PRLHR
TRAF3,AGBL4
CERK,MYH7B
FAM150A,SPINK13
HHATL,PAX7
ANKEF1,IFT43
C8orf33,SLC9B1
CHL1,PLPPR1
FAM76A,SEC61A1
C11orf58,FHL5
MRPL21,MYOM2
SPOCK1,SPINK5
LMO4,KLK6
PECI,PNLIPRP2
DNAJC1,GRAMD3
NR4A3,OPHN1
ANKRD12,HAO1
TMEM72,PKM
CCR8,SLC26A3
TMEM2,LMX1A
PSMD7,FRMD6
ZEB2,MSX2
PDE9A,CCL14
CUBN,SLC8A3
GPD1L,OTOF
ARHGAP42,FBXO10
GALNT9,FAS
TMEM9B,RAET1E
IL6,NPY5R
PRSS12,PNLIP
ZMIZ1,CLDN10
SMYD3,KRTAP2-3
TOPAZ1,FIGN
NHSL1,MAGEC2
PPARGC1B,RAB37
CDRT15,CLVS2
TTC23,DMRTA2
GRB10,MIEF1
ARHGAP12,TRAM1L1
TRAPPC10,MYH8
NCF1,CACNG2
RGPD3,SERP2
TMEM174,FAP
ZIC3,FGB
LCN7,GRIA1
PTGES,ZNF12
TMCC3,OR2H1
NRP2,HECW1
BTBD10,PAEP
PPP1R15B,TRIM67
BCL6,OR4C6
PEX5L,ZNF716
MAP2,PARVA
YWHAQ,GALNTL6
PHIP,SPATA19
CHD6,ST8SIA3
SLC38A4,CNDP1
